31.166,30.481,29.899,29.408,29.193,28.998,28.82,28.659,28.381,28.155,27.973
39.677,33.373,28.732,24.827,23.082,21.705,20.854,20.605,21.617,23.241,24.719
34.552,30.854,27.866,25.154,24,23.053,22.345,21.874,21.672,22.425,23.45
32.574,29.813,27.474,25.487,24.605,23.784,23.025,22.369,21.614,21.658,22.087
29.684,28.028,26.483,25.071,24.436,23.859,23.346,22.9,22.21,21.774,21.603
28.61,27.47,26.467,25.602,25.218,24.863,24.533,24.224,23.652,23.134,22.688
27.92,27.004,26.203,25.514,25.205,24.913,24.635,24.369,23.861,23.384,22.949
27.366,26.592,25.896,25.279,24.997,24.731,24.477,24.234,23.779,23.363,23.004
43.535,38.426,33.153,29.095,27.76,26.845,26.287,26.047,26.527,28.339,30.985
41.289,36.794,33.246,30.742,29.813,29.068,28.494,28.088,27.813,28.363,29.774
38.629,35.317,32.683,30.736,29.988,29.373,28.882,28.509,28.113,28.196,28.774
35.303,33.579,32.181,31.062,30.593,30.177,29.809,29.488,28.972,28.619,28.432
34.337,33.273,32.381,31.642,31.323,31.035,30.776,30.542,30.145,29.83,29.582
33.638,32.841,32.172,31.61,31.364,31.139,30.933,30.744,30.414,30.137,29.906
33.2,32.568,32.029,31.569,31.363,31.173,30.995,30.83,30.532,30.271,30.042
41.185,33.95,27.375,22.658,20.91,19.535,18.686,18.611,20.177,22.374,24.532
35.957,30.894,26.576,23.182,22.012,21.114,20.321,19.536,18.844,20.989,23.8
32.984,29.321,26.203,23.75,22.848,22.104,21.437,20.816,20.277,21.395,22.998
29.567,27.653,25.962,24.47,23.813,23.232,22.737,22.339,21.848,21.75,21.973
28.858,27.614,26.572,25.683,25.279,24.894,24.524,24.17,23.526,23.01,22.676
28.448,27.641,26.904,26.185,25.824,25.462,25.101,24.746,24.088,23.551,23.186
28.168,27.569,26.962,26.325,25.995,25.658,25.322,24.994,24.394,23.928,23.64
43.701,38.003,33.651,30.836,29.918,29.309,29.025,29.083,30.259,32.688,35.861
39.656,36.196,33.573,31.716,31.055,30.566,30.248,30.102,30.323,31.214,32.681
38.173,35.544,33.471,31.933,31.359,30.914,30.597,30.409,30.409,30.886,31.777
36.091,34.416,33.008,31.876,31.414,31.023,30.7,30.446,30.139,30.084,30.259
34.462,33.4,32.49,31.727,31.4,31.109,30.853,30.631,30.286,30.064,29.955
33.82,33.046,32.384,31.823,31.579,31.356,31.155,30.974,30.67,30.435,30.266
33.024,32.44,31.944,31.526,31.342,31.174,31.021,30.881,30.641,30.448,30.297
49.271,44.761,41.078,38.593,37.772,37.203,36.878,36.794,37.33,38.708,40.744
42.185,38.68,35.893,33.932,33.246,32.739,32.397,32.21,32.277,32.902,34.032
40.337,37.683,35.508,33.893,33.293,32.823,32.476,32.245,32.104,32.358,32.964
36.917,35.293,33.951,32.914,32.507,32.17,31.897,31.685,31.422,31.349,31.437
34.705,33.787,33.037,32.439,32.19,31.973,31.784,31.622,31.368,31.198,31.098
34.382,33.667,33.057,32.54,32.313,32.105,31.914,31.74,31.437,31.19,30.992
34.05,33.438,32.898,32.422,32.205,32.002,31.811,31.632,31.307,31.023,30.777
47.953,41.512,36.465,32.671,31.214,30.03,29.134,28.573,28.539,29.608,31.292
43.615,39.092,35.548,33.003,32.012,31.151,30.398,29.764,28.988,28.944,29.512
41.346,37.961,35.31,33.347,32.564,31.877,31.267,30.724,29.839,29.26,29.042
38.502,36.512,34.867,33.519,32.938,32.409,31.928,31.49,30.736,30.137,29.696
35.517,34.388,33.416,32.582,32.212,31.871,31.557,31.268,30.762,30.344,30.007
33.845,32.985,32.202,31.487,31.155,30.839,30.54,30.258,29.746,29.307,28.94
32.819,32.087,31.379,30.698,30.372,30.059,29.76,29.477,28.969,28.549,28.221
35.456,30.784,25.829,20.693,18.877,17.763,17.132,16.857,17.932,20.518,22.912
31.941,28.275,24.746,21.595,20.335,19.336,18.57,18.002,17.597,18.615,20.448
29.807,26.979,24.3,21.884,20.856,19.992,19.294,18.744,18.162,18.615,19.803
26.823,24.916,23.099,21.488,20.792,20.178,19.648,19.206,18.598,18.395,18.615
24.93,23.588,22.398,21.349,20.877,20.441,20.045,19.693,19.128,18.766,18.609
23.304,22.085,21.049,20.213,19.871,19.577,19.329,19.126,18.844,18.713,18.715
22.683,21.7,20.849,20.133,19.825,19.548,19.302,19.085,18.733,18.481,18.319
40.947,35.927,30.531,26.198,24.732,23.657,22.941,22.664,23.816,26.599,29.49
38.198,33.664,29.661,26.675,25.584,24.73,24.085,23.627,23.266,23.816,25.237
35.199,31.644,28.7,26.518,25.695,25.027,24.496,24.089,23.616,23.597,24.074
32.016,30.02,28.404,27.075,26.504,25.996,25.551,25.176,24.641,24.397,24.422
30.245,28.99,27.956,27.106,26.742,26.416,26.124,25.866,25.445,25.139,24.934
29.498,28.55,27.768,27.128,26.853,26.605,26.381,26.179,25.829,25.544,25.313
29.088,28.323,27.688,27.162,26.934,26.726,26.536,26.363,26.061,25.811,25.605
46.061,38.414,31.944,26.213,23.859,21.895,20.842,20.581,21.408,23.393,25.132
38.005,32.565,28.554,25.374,24.034,22.903,21.84,20.712,19.394,19.67,20.277
34.663,30.709,27.659,25.249,24.237,23.36,22.532,21.685,20.386,19.879,19.833
32.434,29.917,27.629,25.678,24.851,24.121,23.483,22.93,22.058,21.511,21.323
29.559,27.911,26.364,25.002,24.406,23.867,23.386,22.959,22.272,21.834,21.678
28.052,26.852,25.762,24.808,24.385,23.999,23.647,23.329,22.78,22.337,21.997
27.52,26.493,25.568,24.759,24.398,24.066,23.76,23.48,22.989,22.579,22.244
43.097,36.152,30.722,27.843,27.188,26.901,26.914,27.195,28.566,31.036,34.184
37.102,33.189,30.555,28.989,28.565,28.36,28.352,28.513,29.239,30.363,31.758
35.24,32.385,30.548,29.506,29.208,29.029,28.954,28.971,29.249,29.825,30.679
32.393,30.97,30.002,29.398,29.207,29.078,29.005,28.982,29.066,29.298,29.65
31.225,30.452,29.899,29.513,29.371,29.256,29.166,29.099,29.02,29.005,29.043
30.969,30.337,29.859,29.51,29.377,29.269,29.184,29.119,29.044,29.031,29.067
31.233,30.554,30.015,29.607,29.449,29.319,29.216,29.138,29.047,29.028,29.066
34.986,29.952,24.995,19.639,17.435,15.991,15.3,15.312,17.507,20.537,22.814
32.218,28.002,23.787,20.072,18.662,17.642,16.993,16.68,17.15,18.752,20.678
29.479,26.102,22.851,20.025,18.922,18.103,17.567,17.265,17.137,17.608,18.784
27.308,25.236,23.333,21.687,20.979,20.357,19.825,19.393,18.868,18.836,19.271
26.023,24.572,23.335,22.318,21.89,21.511,21.181,20.896,20.454,20.172,20.041
24.42,23.399,22.527,21.791,21.47,21.177,20.91,20.67,20.261,19.946,19.724
23.232,22.463,21.814,21.258,21.007,20.772,20.55,20.341,19.961,19.634,19.37
35.29,30.943,26.011,21.912,20.805,20.321,20.393,21.014,23.777,27.283,30.257
32.638,28.559,25.235,23.07,22.398,21.974,21.78,21.798,22.448,23.894,25.866
30.448,27.51,25.135,23.489,22.942,22.562,22.33,22.234,22.411,23.061,24.151
27.345,25.624,24.281,23.278,22.893,22.58,22.337,22.161,22.007,22.113,22.479
25.636,24.676,23.869,23.212,22.939,22.706,22.51,22.351,22.145,22.078,22.136
24.757,24.073,23.482,22.989,22.783,22.604,22.454,22.331,22.168,22.105,22.125
24.247,23.694,23.216,22.818,22.651,22.507,22.387,22.291,22.165,22.12,22.141
36.075,31.336,26.778,22.47,20.878,19.907,19.559,19.786,21.657,24.297,26.68
35.074,31.442,28.201,25.695,24.77,24.043,23.503,23.145,23.012,23.712,25.058
32.666,30.082,27.833,25.975,25.209,24.561,24.04,23.653,23.306,23.551,24.342
29.558,27.763,26.193,24.825,24.222,23.687,23.236,22.885,22.529,22.65,23.172
28.512,27.469,26.558,25.785,25.451,25.152,24.889,24.661,24.317,24.116,24.054
28.355,27.308,26.379,25.596,25.264,24.973,24.723,24.511,24.196,24.011,23.934
28.004,26.893,25.935,25.156,24.836,24.561,24.329,24.138,23.867,23.721,23.673
40.432,35.627,30.72,26.623,25.135,24.048,23.341,23.005,23.545,25.654,28.296
37.437,33.254,29.772,27.224,26.296,25.568,25.014,24.617,24.256,24.485,25.377
34.328,31.38,29.059,27.269,26.538,25.912,25.397,25.001,24.596,24.728,25.364
31.577,29.918,28.594,27.497,27.015,26.578,26.188,25.853,25.374,25.175,25.251
30.191,29.357,28.655,28.042,27.762,27.501,27.258,27.036,26.662,26.396,26.246
30.123,29.405,28.795,28.279,28.052,27.845,27.657,27.488,27.201,26.982,26.826
30.09,29.438,28.865,28.364,28.138,27.929,27.736,27.559,27.254,27.011,26.831
37.668,32.885,28.844,26.229,25.368,24.839,24.748,25.143,27.12,29.998,33.065
33.815,30.45,27.944,26.361,25.87,25.549,25.393,25.411,26.034,27.418,29.342
31.467,29.023,27.278,26.058,25.606,25.253,25.006,24.87,24.97,25.601,26.73
28.021,26.735,25.682,24.807,24.438,24.123,23.871,23.689,23.554,23.73,24.179
26.129,25.37,24.733,24.217,24.005,23.825,23.676,23.558,23.415,23.391,23.48
25.826,25.216,24.725,24.348,24.2,24.079,23.983,23.912,23.842,23.858,23.952
25.772,25.232,24.828,24.543,24.439,24.359,24.301,24.264,24.247,24.299,24.413
35.595,30.152,25.618,22.746,21.755,20.915,20.337,20.261,21.662,24.043,26.435
35.414,30.951,27.174,24.702,23.829,23.11,22.534,22.129,21.973,22.749,24.374
32.86,29.802,27.222,25.363,24.677,24.122,23.68,23.343,22.988,23.088,23.68
30.747,28.815,27.173,25.837,25.276,24.78,24.343,23.965,23.379,23.05,23.021
29.186,27.992,26.995,26.164,25.799,25.463,25.153,24.866,24.361,23.958,23.672
29.621,28.693,27.881,27.175,26.856,26.559,26.281,26.02,25.553,25.162,24.859
30.12,29.356,28.669,28.048,27.76,27.484,27.222,26.974,26.52,26.127,25.802
35.421,29.41,24.123,19.218,17.119,15.614,14.85,14.864,16.988,19.688,21.713
32.889,27.931,23.305,19.461,18.024,17,16.369,16.069,16.282,17.584,19.608
30.188,26.334,22.733,19.824,18.726,17.872,17.241,16.806,16.455,16.883,18.145
26.956,24.351,22.227,20.616,19.972,19.415,18.936,18.529,17.948,17.746,18.022
24.454,22.957,21.722,20.732,20.316,19.945,19.615,19.32,18.833,18.488,18.304
24.163,23.05,22.127,21.367,21.038,20.738,20.464,20.214,19.78,19.428,19.158
23.96,23.125,22.416,21.82,21.558,21.318,21.097,20.892,20.524,20.208,19.945
46.288,39.878,34.479,30.945,29.682,28.668,27.89,27.362,27.054,27.534,28.515
40.887,37.263,34.525,32.438,31.572,30.801,30.12,29.534,28.695,28.306,28.247
39.202,36.64,34.521,32.755,31.989,31.292,30.664,30.102,29.186,28.564,28.237
37.33,35.863,34.458,33.021,32.283,31.546,30.837,30.188,29.199,28.724,28.691
36.314,35.023,33.824,32.708,32.186,31.696,31.248,30.852,30.237,29.856,29.657
35.668,34.576,33.612,32.776,32.405,32.064,31.754,31.472,30.993,30.618,30.338
35.234,34.331,33.537,32.847,32.539,32.255,31.994,31.756,31.343,31.009,30.748
36.34,32.709,30.71,29.046,28.188,27.423,26.917,26.766,27.249,27.97,28.579
39.879,37.634,35.407,33.421,32.627,31.991,31.514,31.204,31.138,31.772,32.778
38.984,36.994,35.183,33.63,32.985,32.447,32.031,31.744,31.561,31.832,32.427
35.861,34.466,33.298,32.351,31.963,31.635,31.369,31.168,30.959,30.991,31.224
34.257,33.405,32.672,32.06,31.803,31.581,31.395,31.247,31.056,30.988,31.016
33.569,32.784,32.097,31.506,31.246,31.009,30.797,30.61,30.313,30.122,30.036
33.091,32.388,31.72,31.099,30.813,30.546,30.302,30.083,29.73,29.497,29.384
40.929,33.058,25.585,19.582,17.472,16.422,16.792,17.941,20.738,23.227,25.048
34.606,28.228,22.968,19.625,18.502,17.763,17.472,17.667,19.209,21.67,24.308
30.944,26.08,22.165,19.575,18.691,18.093,17.803,17.836,18.713,20.287,22.068
25.947,23.004,20.682,19.029,18.476,18.112,17.933,17.926,18.345,19.168,20.207
22.877,21.302,20.068,19.159,18.831,18.591,18.438,18.369,18.463,18.816,19.361
22.312,21.074,20.094,19.379,19.121,18.928,18.798,18.729,18.754,18.966,19.322
22.21,21.12,20.27,19.647,19.416,19.236,19.103,19.015,18.963,19.058,19.276
44.33,40.36,36.812,34.129,33.185,32.504,32.08,31.905,32.258,33.423,35.166
40.187,36.401,33.378,31.327,30.631,30.112,29.737,29.488,29.329,29.64,30.475
36.625,34.18,32.231,30.77,30.202,29.732,29.354,29.068,28.779,28.877,29.345
34.735,33.362,32.222,31.247,30.816,30.427,30.088,29.805,29.427,29.291,29.347
32.908,31.981,31.198,30.546,30.265,30.01,29.78,29.574,29.227,28.962,28.773
31.928,31.167,30.509,29.942,29.688,29.452,29.232,29.026,28.655,28.329,28.046
31.443,30.757,30.163,29.639,29.397,29.166,28.944,28.73,28.323,27.939,27.578
